"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"92","1986","11","Tamil Nadu","Thirunelveli","23148.0","54.5","67.98","60.16","10542.0","24.82","30.96","27.4","8780.0","20.67","25.79","22.82","42470.0","124.73","110.37"
"92","1987","11","Tamil Nadu","Thirunelveli","24520.0","57.66","63.74","56.72","9529.0","22.41","24.77","22.04","8478.0","19.94","22.04","19.61","42527.0","110.55","98.37"
"92","1988","11","Tamil Nadu","Thirunelveli","28194.0","55.12","69.22","60.22","10213.0","19.97","25.07","21.81","12746.0","24.92","31.29","27.22","51153.0","125.59","109.25"
"92","1989","11","Tamil Nadu","Thirunelveli","29342.0","56.46","74.04","62.78","10051.0","19.34","25.36","21.5","12574.0","24.2","31.73","26.9","51967.0","131.13","111.18"
"92","1990","11","Tamil Nadu","Thirunelveli","28401.0","51.63","71.54","61.39","11800.0","21.45","29.73","25.51","14808.0","26.92","37.3","32.01","55009.0","138.57","118.91"
"92","1991","11","Tamil Nadu","Thirunelveli","29505.0","52.9","81.15","69.15","10940.0","19.61","30.09","25.64","15335.0","27.49","42.18","35.94","55780.0","153.42","130.74"
"92","1992","11","Tamil Nadu","Thirunelveli","33033.0","60.74","87.96","75.39","10395.0","19.12","27.68","23.72","10953.0","20.14","29.16","25.0","54381.0","144.8","124.12"
"92","1993","11","Tamil Nadu","Thirunelveli","25982.0","51.54","71.46","60.9","9146.0","18.14","25.16","21.44","15281.0","30.31","42.03","35.82","50409.0","138.65","118.15"
"92","1994","11","Tamil Nadu","Thirunelveli","24520.0","51.9","64.4","55.35","9831.0","20.81","25.82","22.19","12893.0","27.29","33.86","29.1","47244.0","124.08","106.65"
"92","1995","11","Tamil Nadu","Thirunelveli","26141.0","59.0","81.51","70.56","7626.0","17.21","23.78","20.58","10542.0","23.79","32.87","28.45","44309.0","138.16","119.6"
"92","1996","11","Tamil Nadu","Thirunelveli","21730.0","62.57","71.54","64.53","6452.0","18.58","21.24","19.16","6546.0","18.85","21.55","19.44","34728.0","114.33","103.13"
"92","1997","11","Tamil Nadu","Thirunelveli","28586.0","58.74","83.29","77.29","9584.0","19.7","27.92","25.91","10492.0","21.56","30.57","28.37","48662.0","141.78","131.57"
"92","1998","11","Tamil Nadu","Thirunelveli","30722.0","54.93","87.17","78.35","12019.0","21.49","34.1","30.65","13186.0","23.58","37.41","33.63","55927.0","158.69","142.62"
"92","1999","11","Tamil Nadu","Thirunelveli","30548.0","55.38","89.18","80.21","11460.0","20.77","33.46","30.09","13157.0","23.85","38.41","34.55","55165.0","161.05","144.85"
"92","2000","11","Tamil Nadu","Thirunelveli","30663.0","59.64","101.15","89.61","10463.0","20.35","34.52","30.58","10287.0","20.01","33.93","30.06","51413.0","169.6","150.25"
"92","2001","11","Tamil Nadu","Thirunelveli","23142.0","52.36","80.13","71.93","10241.0","23.17","35.46","31.83","10811.0","24.46","37.43","33.6","44194.0","153.02","137.37"
"92","2002","11","Tamil Nadu","Thirunelveli","25753.0","57.19","87.57","80.89","10210.0","22.67","34.72","32.07","9068.0","20.14","30.83","28.48","45031.0","153.11","141.43"
"92","2003","11","Tamil Nadu","Thirunelveli","22137.0","55.46","75.25","70.47","8905.0","22.31","30.27","28.35","8874.0","22.23","30.17","28.25","39916.0","135.69","127.07"
"92","2004","11","Tamil Nadu","Thirunelveli","32164.0","53.83","93.04","84.73","12097.0","20.25","34.99","31.87","15488.0","25.92","44.8","40.8","59749.0","172.83","157.39"
"92","2005","11","Tamil Nadu","Thirunelveli","37526.0","54.25","110.88","98.84","14678.0","21.22","43.37","38.66","16964.0","24.53","50.12","44.68","69168.0","204.37","182.19"
"92","2006","11","Tamil Nadu","Thirunelveli","40452.0","55.91","117.32","105.04","15874.0","21.94","46.04","41.22","16020.0","22.14","46.46","41.6","72346.0","209.82","187.86"
"92","2007","11","Tamil Nadu","Thirunelveli","36704.0","56.62","108.02","98.28","10605.0","16.36","31.21","28.4","17517.0","27.02","51.55","46.9","64826.0","190.78","173.57"
"92","2008","11","Tamil Nadu","Thirunelveli","45232.0","53.1","133.31","119.46","18456.0","21.67","54.39","48.74","21494.0","25.23","63.35","56.77","85182.0","251.04","224.97"
"92","2009","11","Tamil Nadu","Thirunelveli","42198.0","54.23","126.33","115.15","15954.0","20.5","47.76","43.53","19654.0","25.26","58.84","53.63","77806.0","232.92","212.31"
"92","2010","11","Tamil Nadu","Thirunelveli","40109.0","58.46","121.63","110.82","13638.0","19.88","41.36","37.68","14865.0","21.67","45.08","41.07","68612.0","208.06","189.57"
"92","2011","11","Tamil Nadu","Thirunelveli","38383.0","54.8","114.82","105.45","16218.0","23.15","48.52","44.55","15445.0","22.05","46.2","42.43","70046.0","209.54","192.43"
"92","2012","11","Tamil Nadu","Thirunelveli","30088.0","61.47","98.8","95.63","12936.0","26.43","42.48","41.11","5927.0","12.11","19.46","18.84","48951.0","160.74","155.58"
"92","2013","11","Tamil Nadu","Thirunelveli","25544.0","60.91","79.37","72.26","9645.0","23.0","29.97","27.29","6746.0","16.09","20.96","19.08","41935.0","130.31","118.63"
"92","2014","11","Tamil Nadu","Thirunelveli","35144.0","63.89","96.7","89.03","12627.0","22.96","34.74","31.99","7232.0","13.15","19.9","18.32","55003.0","151.34","139.34"
"92","2015","11","Tamil Nadu","Thirunelveli","42568.0","64.23","110.87","101.21","14752.0","22.26","38.42","35.07","8957.0","13.51","23.33","21.3","66277.0","172.62","157.58"
"92","2016","11","Tamil Nadu","Thirunelveli","31731.0","56.11","94.84","92.93","19060.0","33.7","56.97","55.82","5765.0","10.19","17.23","16.88","56556.0","169.04","165.63"
"92","2017","11","Tamil Nadu","Thirunelveli","27878.0","61.01","-1.0","-1.0","10765.0","23.56","-1.0","-1.0","7054.0","15.44","-1.0","-1.0","45697.0","-1.0","-1.0"
"93","1966","11","Tamil Nadu","The Nilgiris","68.0","6.48","1.37","1.33","610.0","58.15","12.3","11.96","371.0","35.37","7.48","7.27","1049.0","21.15","20.57"
"93","1967","11","Tamil Nadu","The Nilgiris","661.0","27.7","13.09","12.59","1378.0","57.75","27.29","26.25","347.0","14.54","6.87","6.61","2386.0","47.25","45.45"
"93","1968","11","Tamil Nadu","The Nilgiris","222.0","21.35","4.41","4.35","458.0","44.04","9.11","8.98","360.0","34.62","7.16","7.06","1040.0","20.68","20.39"
"93","1969","11","Tamil Nadu","The Nilgiris","2126.0","41.27","39.81","39.23","2646.0","51.36","49.55","48.82","380.0","7.38","7.12","7.01","5152.0","96.48","95.06"
"93","1970","11","Tamil Nadu","The Nilgiris","2403.0","36.72","44.25","44.01","3528.0","53.91","64.97","64.62","613.0","9.37","11.29","11.23","6544.0","120.52","119.85"
"93","1971","11","Tamil Nadu","The Nilgiris","1487.0","58.34","25.95","25.91","508.0","19.93","8.87","8.85","554.0","21.73","9.67","9.65","2549.0","44.49","44.41"
"93","1972","11","Tamil Nadu","The Nilgiris","1534.0","52.14","26.96","26.96","668.0","22.71","11.74","11.74","740.0","25.15","13.01","13.01","2942.0","51.7","51.7"
"93","1973","11","Tamil Nadu","The Nilgiris","1581.0","52.06","27.59","27.59","669.0","22.03","11.68","11.68","787.0","25.91","13.73","13.73","3037.0","53.0","53.0"
"93","1974","11","Tamil Nadu","The Nilgiris","1135.0","52.33","19.5","19.5","488.0","22.5","8.38","8.38","546.0","25.17","9.38","9.38","2169.0","37.27","37.27"
"93","1975","11","Tamil Nadu","The Nilgiris","796.0","41.83","13.51","13.24","977.0","51.34","16.59","16.26","130.0","6.83","2.21","2.16","1903.0","32.31","31.66"
"93","1976","11","Tamil Nadu","The Nilgiris","187.0","13.61","3.27","3.12","563.0","40.98","9.86","9.38","624.0","45.41","10.93","10.4","1374.0","24.06","22.9"
"93","1977","11","Tamil Nadu","The Nilgiris","1532.0","50.53","25.97","23.11","1001.0","33.01","16.97","15.1","499.0","16.46","8.46","7.53","3032.0","51.39","45.73"
"93","1978","11","Tamil Nadu","The Nilgiris","2228.0","51.85","38.09","36.46","916.0","21.32","15.66","14.99","1153.0","26.83","19.71","18.87","4297.0","73.45","70.33"
"93","1979","11","Tamil Nadu","The Nilgiris","2106.0","55.1","35.69","33.97","986.0","25.8","16.71","15.9","730.0","19.1","12.37","11.77","3822.0","64.78","61.65"
"93","1980","11","Tamil Nadu","The Nilgiris","1376.0","55.24","23.32","22.93","563.0","22.6","9.54","9.38","552.0","22.16","9.36","9.2","2491.0","42.22","41.52"
"93","1981","11","Tamil Nadu","The Nilgiris","2584.0","67.64","46.14","44.55","1021.0","26.73","18.23","17.6","215.0","5.63","3.84","3.71","3820.0","68.21","65.86"
"93","1982","11","Tamil Nadu","The Nilgiris","2187.0","42.13","38.37","37.77","1761.0","33.92","30.89","30.41","1243.0","23.95","21.81","21.47","5191.0","91.07","89.65"
"93","1983","11","Tamil Nadu","The Nilgiris","3070.0","36.13","52.75","51.77","2910.0","34.25","50.0","49.07","2517.0","29.62","43.25","42.45","8497.0","146.0","143.29"
"93","1984","11","Tamil Nadu","The Nilgiris","6786.0","31.85","112.35","108.92","7285.0","34.19","120.61","116.93","7237.0","33.96","119.82","116.16","21308.0","352.78","342.02"
"93","1985","11","Tamil Nadu","The Nilgiris","5414.0","35.6","89.78","87.18","4497.0","29.57","74.58","72.42","5295.0","34.82","87.81","85.27","15206.0","252.17","244.86"
"93","1986","11","Tamil Nadu","The Nilgiris","6007.0","37.34","87.18","86.56","4450.0","27.66","64.59","64.12","5631.0","35.0","81.73","81.14","16088.0","233.5","231.82"
"93","1987","11","Tamil Nadu","The Nilgiris","4293.0","32.38","60.13","58.81","3815.0","28.77","53.43","52.26","5151.0","38.85","72.14","70.56","13259.0","185.7","181.63"
"93","1988","11","Tamil Nadu","The Nilgiris","5460.0","49.05","78.9","78.0","1517.0","13.63","21.92","21.67","4154.0","37.32","60.03","59.34","11131.0","160.85","159.01"
"93","1989","11","Tamil Nadu","The Nilgiris","5666.0","53.13","79.58","77.94","1617.0","15.16","22.71","22.24","3381.0","31.7","47.49","46.51","10664.0","149.78","146.69"
"93","1990","11","Tamil Nadu","The Nilgiris","5202.0","50.42","71.43","70.59","1182.0","11.46","16.23","16.04","3934.0","38.13","54.02","53.39","10318.0","141.67","140.02"
"93","1991","11","Tamil Nadu","The Nilgiris","4428.0","52.12","62.94","61.79","1106.0","13.02","15.72","15.43","2962.0","34.86","42.1","41.33","8496.0","120.77","118.56"
"93","1992","11","Tamil Nadu","The Nilgiris","3582.0","55.4","49.47","49.32","847.0","13.1","11.7","11.66","2037.0","31.5","28.13","28.05","6466.0","89.3","89.03"
"93","1993","11","Tamil Nadu","The Nilgiris","4680.0","53.04","66.52","65.31","1615.0","18.3","22.96","22.54","2529.0","28.66","35.95","35.29","8824.0","125.43","123.14"
"93","1994","11","Tamil Nadu","The Nilgiris","4969.0","52.18","68.42","68.05","1286.0","13.51","17.71","17.61","3267.0","34.31","44.99","44.74","9522.0","131.12","130.4"
"93","1995","11","Tamil Nadu","The Nilgiris","5101.0","54.54","71.31","71.1","1744.0","18.65","24.38","24.31","2507.0","26.81","35.05","34.95","9352.0","130.74","130.36"
"93","1996","11","Tamil Nadu","The Nilgiris","6140.0","74.33","82.33","82.17","1396.0","16.9","18.72","18.68","725.0","8.78","9.72","9.7","8261.0","110.77","110.56"
"93","1997","11","Tamil Nadu","The Nilgiris","6448.0","52.52","84.81","84.45","1299.0","10.58","17.09","17.01","4530.0","36.9","59.58","59.33","12277.0","161.48","160.8"
"93","1998","11","Tamil Nadu","The Nilgiris","6611.0","58.26","85.34","84.84","1429.0","12.59","18.45","18.34","3308.0","29.15","42.7","42.45","11348.0","146.48","145.64"
"93","1999","11","Tamil Nadu","The Nilgiris","7419.0","53.57","95.87","95.67","1472.0","10.63","19.02","18.98","4958.0","35.8","64.07","63.93","13849.0","178.95","178.58"
"93","2000","11","Tamil Nadu","The Nilgiris","5263.0","54.36","68.26","68.26","1550.0","16.01","20.1","20.1","2869.0","29.63","37.21","37.21","9682.0","125.58","125.58"
"93","2001","11","Tamil Nadu","The Nilgiris","6029.0","47.16","76.53","76.46","1741.0","13.62","22.1","22.08","5014.0","39.22","63.65","63.59","12784.0","162.27","162.13"
"93","2002","11","Tamil Nadu","The Nilgiris","5291.0","48.37","67.14","67.1","1681.0","15.37","21.33","21.32","3967.0","36.26","50.34","50.31","10939.0","138.82","138.73"
"93","2003","11","Tamil Nadu","The Nilgiris","4684.0","47.01","59.84","59.74","1450.0","14.55","18.53","18.49","3830.0","38.44","48.93","48.85","9964.0","127.3","127.08"
"93","2004","11","Tamil Nadu","The Nilgiris","3291.0","38.39","41.39","41.32","1121.0","13.08","14.1","14.08","4160.0","48.53","52.32","52.24","8572.0","107.81","107.63"
"93","2005","11","Tamil Nadu","The Nilgiris","3824.0","39.37","47.21","47.16","1346.0","13.86","16.62","16.6","4543.0","46.77","56.09","56.03","9713.0","119.91","119.8"
"93","2006","11","Tamil Nadu","The Nilgiris","3200.0","35.46","40.39","40.37","1540.0","17.07","19.44","19.43","4284.0","47.47","54.08","54.05","9024.0","113.91","113.85"
"93","2007","11","Tamil Nadu","The Nilgiris","3348.0","40.41","43.16","43.16","1390.0","16.78","17.92","17.92","3547.0","42.81","45.73","45.73","8285.0","106.81","106.81"
"93","2008","11","Tamil Nadu","The Nilgiris","3697.0","36.74","47.69","47.69","1827.0","18.16","23.57","23.57","4539.0","45.11","58.55","58.55","10063.0","129.81","129.81"
"93","2009","11","Tamil Nadu","The Nilgiris","4806.0","46.69","62.42","62.42","1194.0","11.6","15.51","15.51","4293.0","41.71","55.76","55.76","10293.0","133.69","133.69"
"93","2010","11","Tamil Nadu","The Nilgiris","4393.0","52.79","57.67","57.67","817.0","9.82","10.73","10.73","3111.0","37.39","40.84","40.84","8321.0","109.24","109.24"
"93","2011","11","Tamil Nadu","The Nilgiris","3841.0","47.47","50.71","50.71","1568.0","19.38","20.7","20.7","2682.0","33.15","35.41","35.41","8091.0","106.83","106.83"
"93","2012","11","Tamil Nadu","The Nilgiris","3078.0","52.56","41.11","41.11","547.0","9.34","7.31","7.31","2231.0","38.1","29.8","29.8","5856.0","78.22","78.22"
"93","2013","11","Tamil Nadu","The Nilgiris","3689.0","55.29","49.23","49.23","646.0","9.68","8.62","8.62","2337.0","35.03","31.19","31.19","6672.0","89.04","89.04"
"93","2014","11","Tamil Nadu","The Nilgiris","2859.0","52.11","38.39","38.39","435.0","7.93","5.84","5.84","2192.0","39.96","29.43","29.43","5486.0","73.67","73.67"
"93","2015","11","Tamil Nadu","The Nilgiris","2544.0","43.69","33.77","33.7","648.0","11.13","8.6","8.58","2631.0","45.18","34.93","34.85","5823.0","77.3","77.13"
"93","2016","11","Tamil Nadu","The Nilgiris","4465.0","57.83","59.32","59.29","751.0","9.73","9.98","9.97","2505.0","32.44","33.28","33.26","7721.0","102.58","102.53"
"93","2017","11","Tamil Nadu","The Nilgiris","4848.0","59.51","-1.0","-1.0","1399.0","17.17","-1.0","-1.0","1900.0","23.32","-1.0","-1.0","8147.0","-1.0","-1.0"
"94","1966","11","Tamil Nadu","Kanyakumari","2356.0","84.54","29.64","21.09","60.0","2.15","0.75","0.54","371.0","13.31","4.67","3.32","2787.0","35.06","24.95"
"94","1967","11","Tamil Nadu","Kanyakumari","1836.0","79.48","22.69","16.12","127.0","5.5","1.57","1.12","347.0","15.02","4.29","3.05","2310.0","28.55","20.28"
"94","1968","11","Tamil Nadu","Kanyakumari","1302.0","62.87","16.3","11.64","409.0","19.75","5.12","3.66","360.0","17.38","4.51","3.22","2071.0","25.92","18.51"
"94","1969","11","Tamil Nadu","Kanyakumari","2402.0","81.37","29.76","21.05","170.0","5.76","2.11","1.49","380.0","12.87","4.71","3.33","2952.0","36.58","25.87"
"94","1970","11","Tamil Nadu","Kanyakumari","4429.0","64.43","54.54","38.65","1832.0","26.65","22.56","15.99","613.0","8.92","7.55","5.35","6874.0","84.66","59.98"
"94","1971","11","Tamil Nadu","Kanyakumari","3091.0","66.67","36.67","25.61","991.0","21.38","11.76","8.21","554.0","11.95","6.57","4.59","4636.0","54.99","38.41"
"94","1972","11","Tamil Nadu","Kanyakumari","3189.0","60.93","37.34","24.29","1305.0","24.93","15.28","9.94","740.0","14.14","8.67","5.64","5234.0","61.29","39.86"
"94","1973","11","Tamil Nadu","Kanyakumari","3287.0","61.1","41.82","28.83","1306.0","24.28","16.62","11.46","787.0","14.63","10.01","6.9","5380.0","68.45","47.19"
"94","1974","11","Tamil Nadu","Kanyakumari","2360.0","61.16","28.1","20.76","953.0","24.7","11.35","8.38","546.0","14.15","6.5","4.8","3859.0","45.94","33.94"
"94","1975","11","Tamil Nadu","Kanyakumari","2784.0","85.82","32.52","24.06","311.0","9.59","3.63","2.69","149.0","4.59","1.74","1.29","3244.0","37.9","28.04"
"94","1976","11","Tamil Nadu","Kanyakumari","1778.0","80.93","21.92","16.42","301.0","13.7","3.71","2.78","118.0","5.37","1.45","1.09","2197.0","27.09","20.29"
"94","1977","11","Tamil Nadu","Kanyakumari","2528.0","76.72","30.83","22.49","448.0","13.6","5.46","3.99","319.0","9.68","3.89","2.84","3295.0","40.18","29.31"
"94","1978","11","Tamil Nadu","Kanyakumari","3022.0","63.58","37.08","28.7","994.0","20.91","12.2","9.44","737.0","15.51","9.04","7.0","4753.0","58.32","45.14"
"94","1979","11","Tamil Nadu","Kanyakumari","2969.0","62.37","36.21","27.49","843.0","17.71","10.28","7.81","948.0","19.92","11.56","8.78","4760.0","58.05","44.07"
"94","1980","11","Tamil Nadu","Kanyakumari","3307.0","63.99","41.34","32.42","787.0","15.23","9.84","7.72","1074.0","20.78","13.43","10.53","5168.0","64.6","50.67"
"94","1981","11","Tamil Nadu","Kanyakumari","3523.0","62.55","43.49","33.24","877.0","15.57","10.83","8.27","1232.0","21.88","15.21","11.62","5632.0","69.53","53.13"
"94","1982","11","Tamil Nadu","Kanyakumari","5761.0","62.54","71.04","54.76","1815.0","19.7","22.38","17.25","1635.0","17.75","20.16","15.54","9211.0","113.58","87.56"
"94","1983","11","Tamil Nadu","Kanyakumari","4083.0","55.82","50.53","41.2","1599.0","21.86","19.79","16.14","1633.0","22.32","20.21","16.48","7315.0","90.53","73.81"
"94","1984","11","Tamil Nadu","Kanyakumari","4302.0","55.6","52.72","40.51","1803.0","23.3","22.1","16.98","1633.0","21.1","20.01","15.38","7738.0","94.83","72.86"
"94","1985","11","Tamil Nadu","Kanyakumari","4733.0","55.23","57.58","44.15","1757.0","20.5","21.37","16.39","2080.0","24.27","25.3","19.4","8570.0","104.26","79.94"
"94","1986","11","Tamil Nadu","Kanyakumari","4162.0","53.45","53.5","45.39","1715.0","22.02","22.04","18.7","1910.0","24.53","24.55","20.83","7787.0","100.09","84.92"
"94","1987","11","Tamil Nadu","Kanyakumari","4815.0","50.34","59.3","49.13","2190.0","22.9","26.97","22.35","2560.0","26.76","31.53","26.12","9565.0","117.8","97.6"
"94","1988","11","Tamil Nadu","Kanyakumari","5910.0","49.7","70.95","54.02","2600.0","21.86","31.21","23.77","3382.0","28.44","40.6","30.91","11892.0","142.76","108.7"
"94","1989","11","Tamil Nadu","Kanyakumari","5815.0","46.63","69.98","53.89","2648.0","21.23","31.87","24.54","4007.0","32.13","48.22","37.14","12470.0","150.06","115.57"
"94","1990","11","Tamil Nadu","Kanyakumari","6596.0","45.62","79.83","62.07","3063.0","21.18","37.07","28.83","4800.0","33.2","58.09","45.17","14459.0","174.98","136.07"
"94","1991","11","Tamil Nadu","Kanyakumari","7771.0","47.94","90.25","70.76","3360.0","20.73","39.02","30.6","5079.0","31.33","58.98","46.25","16210.0","188.25","147.61"
"94","1992","11","Tamil Nadu","Kanyakumari","7496.0","51.65","86.75","68.67","3211.0","22.12","37.16","29.42","3807.0","26.23","44.06","34.88","14514.0","167.97","132.96"
"94","1993","11","Tamil Nadu","Kanyakumari","7871.0","54.06","91.41","71.67","2915.0","20.02","33.85","26.54","3775.0","25.93","43.84","34.37","14561.0","169.1","132.59"
"94","1994","11","Tamil Nadu","Kanyakumari","6538.0","45.38","75.38","60.34","3348.0","23.24","38.6","30.9","4521.0","31.38","52.13","41.72","14407.0","166.11","132.95"
"94","1995","11","Tamil Nadu","Kanyakumari","6468.0","47.58","74.57","60.7","3066.0","22.56","35.35","28.77","4059.0","29.86","46.8","38.09","13593.0","156.71","127.56"
"94","1996","11","Tamil Nadu","Kanyakumari","5870.0","49.02","71.43","57.94","2437.0","20.35","29.65","24.05","3667.0","30.62","44.62","36.19","11974.0","145.7","118.18"
"94","1997","11","Tamil Nadu","Kanyakumari","6165.0","46.42","76.29","62.2","3151.0","23.72","38.99","31.79","3966.0","29.86","49.08","40.01","13282.0","164.36","134.0"
"94","1998","11","Tamil Nadu","Kanyakumari","6709.0","47.05","81.15","66.66","3426.0","24.03","41.44","34.04","4124.0","28.92","49.89","40.97","14259.0","172.48","141.67"
"94","1999","11","Tamil Nadu","Kanyakumari","7171.0","47.23","88.09","70.96","3352.0","22.08","41.17","33.17","4659.0","30.69","57.23","46.11","15182.0","186.49","150.24"
"94","2000","11","Tamil Nadu","Kanyakumari","6828.0","49.67","84.48","69.36","3197.0","23.26","39.56","32.47","3722.0","27.07","46.05","37.81","13747.0","170.09","139.63"
"94","2001","11","Tamil Nadu","Kanyakumari","6486.0","44.39","80.13","65.97","3922.0","26.84","48.46","39.89","4204.0","28.77","51.94","42.76","14612.0","180.53","148.62"
"94","2002","11","Tamil Nadu","Kanyakumari","5682.0","46.09","71.28","60.21","2791.0","22.64","35.01","29.58","3854.0","31.26","48.35","40.84","12327.0","154.65","130.62"
"94","2003","11","Tamil Nadu","Kanyakumari","4773.0","40.6","60.55","54.36","2763.0","23.5","35.05","31.47","4221.0","35.9","53.55","48.08","11757.0","149.14","133.91"
"94","2004","11","Tamil Nadu","Kanyakumari","5816.0","38.93","74.05","63.56","3056.0","20.46","38.91","33.4","6066.0","40.61","77.23","66.29","14938.0","190.2","163.24"
"94","2005","11","Tamil Nadu","Kanyakumari","6625.0","39.43","83.52","72.16","3541.0","21.08","44.64","38.57","6634.0","39.49","83.64","72.26","16800.0","211.8","182.99"
"94","2006","11","Tamil Nadu","Kanyakumari","5565.0","45.23","69.37","60.13","2831.0","23.01","35.29","30.59","3908.0","31.76","48.72","42.23","12304.0","153.38","132.94"
"94","2007","11","Tamil Nadu","Kanyakumari","3889.0","43.37","48.63","42.74","2041.0","22.76","25.52","22.43","3037.0","33.87","37.98","33.37","8967.0","112.13","98.54"
"94","2008","11","Tamil Nadu","Kanyakumari","5064.0","41.25","64.51","57.03","3306.0","26.93","42.11","37.23","3907.0","31.82","49.77","44.0","12277.0","156.39","138.27"
"94","2009","11","Tamil Nadu","Kanyakumari","6028.0","41.87","76.26","68.14","3298.0","22.91","41.72","37.28","5072.0","35.23","64.16","57.33","14398.0","182.14","162.74"
"94","2010","11","Tamil Nadu","Kanyakumari","7157.0","48.16","90.84","81.62","3473.0","23.37","44.08","39.61","4231.0","28.47","53.7","48.25","14861.0","188.62","169.47"
"94","2011","11","Tamil Nadu","Kanyakumari","8301.0","48.3","105.72","94.67","4766.0","27.73","60.7","54.36","4120.0","23.97","52.47","46.99","17187.0","218.89","196.02"
"94","2012","11","Tamil Nadu","Kanyakumari","5037.0","57.52","66.21","61.1","2134.0","24.37","28.05","25.89","1586.0","18.11","20.85","19.24","8757.0","115.1","106.22"
"94","2013","11","Tamil Nadu","Kanyakumari","6693.0","55.91","87.01","79.06","2873.0","24.0","37.35","33.94","2406.0","20.1","31.28","28.42","11972.0","155.64","141.41"
"94","2014","11","Tamil Nadu","Kanyakumari","7206.0","51.89","94.95","86.24","3415.0","24.59","45.0","40.87","3266.0","23.52","43.04","39.09","13887.0","182.99","166.19"
"94","2015","11","Tamil Nadu","Kanyakumari","8089.0","55.93","107.25","97.87","3581.0","24.76","47.48","43.33","2793.0","19.31","37.03","33.79","14463.0","191.77","174.99"
"94","2016","11","Tamil Nadu","Kanyakumari","8791.0","54.74","117.67","108.54","5240.0","32.63","70.14","64.7","2030.0","12.64","27.17","25.06","16061.0","214.98","198.3"
"94","2017","11","Tamil Nadu","Kanyakumari","9769.0","61.52","-1.0","-1.0","3667.0","23.09","-1.0","-1.0","2443.0","15.39","-1.0","-1.0","15879.0","-1.0","-1.0"
